record,subsystem,category,on_css,in_profile,in_baseline,css_fields,css_screens,profile_device,profile_dotted,classname,read_only
XF:12IDA-BI{Cam:VFM}Trans1:T4MaxSize2,prosilica,profile_only,0,1,0,,,VFM,trans1.t4_max_size.size2,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}Trans1:TimeStamp_RBV,prosilica,profile_only,0,1,0,,,VFM,trans1.time_stamp,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}Trans1:Type1,prosilica,profile_only,0,1,0,,,VFM,trans1.types.type1,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}Trans1:Type2,prosilica,profile_only,0,1,0,,,VFM,trans1.types.type2,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}Trans1:Type3,prosilica,profile_only,0,1,0,,,VFM,trans1.types.type3,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}Trans1:Type4,prosilica,profile_only,0,1,0,,,VFM,trans1.types.type4,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}Trans1:UniqueId_RBV,prosilica,profile_only,0,1,0,,,VFM,trans1.unique_id,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:Acquire,prosilica,profile_only,0,1,0,,,VFM,cam.acquire,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:AcquirePeriod,prosilica,profile_only,0,1,0,,,VFM,cam.acquire_period,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:AcquireTime,prosilica,profile_only,0,1,0,,,VFM,cam.acquire_time,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:ArrayCallbacks,prosilica,profile_only,0,1,0,,,VFM,cam.array_callbacks,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:ArrayCounter,prosilica,profile_only,0,1,0,,,VFM,cam.array_counter,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:ArrayRate_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.array_rate,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:ArraySizeX_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.array_size.array_size_x,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:ArraySizeY_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.array_size.array_size_y,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:ArraySizeZ_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.array_size.array_size_z,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:ArraySize_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.array_size_bytes,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:AsynIO,prosilica,profile_only,0,1,0,,,VFM,cam.asyn_io,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}cam1:BinX,prosilica,profile_only,0,1,0,,,VFM,cam.bin_x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:BinY,prosilica,profile_only,0,1,0,,,VFM,cam.bin_y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:ColorMode,prosilica,profile_only,0,1,0,,,VFM,cam.color_mode,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:DataType,prosilica,profile_only,0,1,0,,,VFM,cam.data_type,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:DataType_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.data_type_disabled,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:DetectorState_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.detector_state,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:FrameType,prosilica,profile_only,0,1,0,,,VFM,cam.frame_type,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:Gain,prosilica,profile_only,0,1,0,,,VFM,cam.gain,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:ImageMode,prosilica,profile_only,0,1,0,,,VFM,cam.image_mode,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:Manufacturer_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.manufacturer,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:MaxSizeX_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.max_size.max_size_x,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:MaxSizeY_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.max_size.max_size_y,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:MinX,prosilica,profile_only,0,1,0,,,VFM,cam.min_x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:MinY,prosilica,profile_only,0,1,0,,,VFM,cam.min_y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:Model_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.model,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:NDAttributesFile,prosilica,profile_only,0,1,0,,,VFM,cam.nd_attributes_file,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}cam1:NumExposures,prosilica,profile_only,0,1,0,,,VFM,cam.num_exposures,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:NumExposuresCounter_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.num_exposures_counter,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:NumImages,prosilica,profile_only,0,1,0,,,VFM,cam.num_images,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:NumImagesCounter_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.num_images_counter,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSBadFrameCounter_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_bad_frame_counter,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSByteRate,prosilica,profile_only,0,1,0,,,VFM,cam.ps_byte_rate,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:PSDriverType_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_driver_type,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSFilterVersion_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_filter_version,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSFrameRate_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_frame_rate,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSFramesCompleted_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_frames_completed,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSFramesDropped_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_frames_dropped,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSPacketSize_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_packet_size,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSPacketsErroneous_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_packets_erroneous,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSPacketsMissed_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_packets_missed,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSPacketsReceived_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_packets_received,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSPacketsRequested_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_packets_requested,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSPacketsResent_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.ps_packets_resent,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PSReadStatistics,prosilica,profile_only,0,1,0,,,VFM,cam.ps_read_statistics,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}cam1:PSResetTimer,prosilica,profile_only,0,1,0,,,VFM,cam.ps_reset_timer,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}cam1:PSTimestampType,prosilica,profile_only,0,1,0,,,VFM,cam.ps_timestamp_type,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:PoolAllocBuffers,prosilica,profile_only,0,1,0,,,VFM,cam.pool_alloc_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PoolFreeBuffers,prosilica,profile_only,0,1,0,,,VFM,cam.pool_free_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PoolMaxBuffers,prosilica,profile_only,0,1,0,,,VFM,cam.pool_max_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PoolMaxMem,prosilica,profile_only,0,1,0,,,VFM,cam.pool_max_mem,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PoolUsedBuffers,prosilica,profile_only,0,1,0,,,VFM,cam.pool_used_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PoolUsedMem,prosilica,profile_only,0,1,0,,,VFM,cam.pool_used_mem,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:PortName_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.port_name,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:ReadStatus,prosilica,profile_only,0,1,0,,,VFM,cam.read_status,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}cam1:ReverseX,prosilica,profile_only,0,1,0,,,VFM,cam.reverse.reverse_x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:ReverseY,prosilica,profile_only,0,1,0,,,VFM,cam.reverse.reverse_y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:ShutterCloseDelay,prosilica,profile_only,0,1,0,,,VFM,cam.shutter_close_delay,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:ShutterCloseEPICS,prosilica,profile_only,0,1,0,,,VFM,cam.shutter_close_epics,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}cam1:ShutterControl,prosilica,profile_only,0,1,0,,,VFM,cam.shutter_control,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:ShutterControlEPICS,prosilica,profile_only,0,1,0,,,VFM,cam.shutter_control_epics,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}cam1:ShutterFanout,prosilica,profile_only,0,1,0,,,VFM,cam.shutter_fanout,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}cam1:ShutterMode,prosilica,profile_only,0,1,0,,,VFM,cam.shutter_mode,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:ShutterOpenDelay,prosilica,profile_only,0,1,0,,,VFM,cam.shutter_open_delay,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:ShutterOpenEPICS,prosilica,profile_only,0,1,0,,,VFM,cam.shutter_open_epics,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}cam1:ShutterStatusEPICS_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.shutter_status_epics,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:ShutterStatus_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.shutter_status,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:SizeX,prosilica,profile_only,0,1,0,,,VFM,cam.size.size_x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:SizeY,prosilica,profile_only,0,1,0,,,VFM,cam.size.size_y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:StatusMessage_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.status_message,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:StringFromServer_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.string_from_server,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:StringToServer_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.string_to_server,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:Strobe1CtlDuration,prosilica,profile_only,0,1,0,,,VFM,cam.strobe1_ctl_duration,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:Strobe1Delay,prosilica,profile_only,0,1,0,,,VFM,cam.strobe1_delay,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:Strobe1Duration,prosilica,profile_only,0,1,0,,,VFM,cam.strobe1_duration,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:Strobe1Mode,prosilica,profile_only,0,1,0,,,VFM,cam.strobe1_mode,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:SyncIn1Level_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.sync_in1_level,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:SyncIn2Level_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.sync_in2_level,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:SyncOut1Invert,prosilica,profile_only,0,1,0,,,VFM,cam.sync_out1_invert,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:SyncOut1Level,prosilica,profile_only,0,1,0,,,VFM,cam.sync_out1_level,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:SyncOut1Mode,prosilica,profile_only,0,1,0,,,VFM,cam.sync_out1_mode,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:SyncOut2Invert,prosilica,profile_only,0,1,0,,,VFM,cam.sync_out2_invert,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:SyncOut2Level,prosilica,profile_only,0,1,0,,,VFM,cam.sync_out2_level,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:SyncOut2Mode,prosilica,profile_only,0,1,0,,,VFM,cam.sync_out2_mode,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:SyncOut3Invert,prosilica,profile_only,0,1,0,,,VFM,cam.sync_out3_invert,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:SyncOut3Level,prosilica,profile_only,0,1,0,,,VFM,cam.sync_out3_level,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:SyncOut3Mode,prosilica,profile_only,0,1,0,,,VFM,cam.sync_out3_mode,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:Temperature,prosilica,profile_only,0,1,0,,,VFM,cam.temperature,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:TemperatureActual,prosilica,profile_only,0,1,0,,,VFM,cam.temperature_actual,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}cam1:TimeRemaining_RBV,prosilica,profile_only,0,1,0,,,VFM,cam.time_remaining,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}cam1:TriggerDelay,prosilica,profile_only,0,1,0,,,VFM,cam.trigger_delay,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:TriggerEvent,prosilica,profile_only,0,1,0,,,VFM,cam.trigger_event,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:TriggerMode,prosilica,profile_only,0,1,0,,,VFM,cam.trigger_mode,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:TriggerOverlap,prosilica,profile_only,0,1,0,,,VFM,cam.trigger_overlap,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}cam1:TriggerSoftware,prosilica,profile_only,0,1,0,,,VFM,cam.trigger_software,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}cam1:WaitForPlugins,prosilica,profile_only,0,1,0,,,VFM,cam.wait_for_plugins,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:ArrayCounter,prosilica,profile_only,0,1,0,,,VFM,image.array_counter,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}image1:ArrayData,prosilica,profile_only,0,1,0,,,VFM,image.array_data,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:ArrayRate_RBV,prosilica,profile_only,0,1,0,,,VFM,image.array_rate,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:ArraySize0_RBV,prosilica,profile_only,0,1,0,,,VFM,image.width,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:ArraySize1_RBV,prosilica,profile_only,0,1,0,,,VFM,image.height,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:ArraySize2_RBV,prosilica,profile_only,0,1,0,,,VFM,image.depth,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:AsynIO,prosilica,profile_only,0,1,0,,,VFM,image.asyn_io,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:BayerPattern_RBV,prosilica,profile_only,0,1,0,,,VFM,image.bayer_pattern,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:BlockingCallbacks,prosilica,profile_only,0,1,0,,,VFM,image.blocking_callbacks,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}image1:ColorMode_RBV,prosilica,profile_only,0,1,0,,,VFM,image.color_mode,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:DataType_RBV,prosilica,profile_only,0,1,0,,,VFM,image.data_type,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:Dim0SA,prosilica,profile_only,0,1,0,,,VFM,image.dim0_sa,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:Dim1SA,prosilica,profile_only,0,1,0,,,VFM,image.dim1_sa,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:Dim2SA,prosilica,profile_only,0,1,0,,,VFM,image.dim2_sa,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:Dimensions_RBV,prosilica,profile_only,0,1,0,,,VFM,image.dimensions,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:DroppedArrays,prosilica,profile_only,0,1,0,,,VFM,image.dropped_arrays,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}image1:EnableCallbacks,prosilica,profile_only,0,1,0,,,VFM,image.enable,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}image1:MinCallbackTime,prosilica,profile_only,0,1,0,,,VFM,image.min_callback_time,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}image1:NDArrayAddress,prosilica,profile_only,0,1,0,,,VFM,image.nd_array_address,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}image1:NDArrayPort,prosilica,profile_only,0,1,0,,,VFM,image.nd_array_port,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:VFM}image1:NDAttributesFile,prosilica,profile_only,0,1,0,,,VFM,image.nd_attributes_file,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:NDimensions_RBV,prosilica,profile_only,0,1,0,,,VFM,image.ndimensions,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:PluginType_RBV,prosilica,profile_only,0,1,0,,,VFM,image.plugin_type,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:PoolAllocBuffers,prosilica,profile_only,0,1,0,,,VFM,image.pool_alloc_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:PoolFreeBuffers,prosilica,profile_only,0,1,0,,,VFM,image.pool_free_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:PoolMaxBuffers,prosilica,profile_only,0,1,0,,,VFM,image.pool_max_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:PoolMaxMem,prosilica,profile_only,0,1,0,,,VFM,image.pool_max_mem,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:PoolUsedBuffers,prosilica,profile_only,0,1,0,,,VFM,image.pool_used_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:PoolUsedMem,prosilica,profile_only,0,1,0,,,VFM,image.pool_used_mem,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:PortName_RBV,prosilica,profile_only,0,1,0,,,VFM,image.port_name,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:QueueFree,prosilica,profile_only,0,1,0,,,VFM,image.queue_free,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:QueueFreeLow,prosilica,profile_only,0,1,0,,,VFM,image.queue_free_low,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:QueueSize,prosilica,profile_only,0,1,0,,,VFM,image.queue_size,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:QueueUse,prosilica,profile_only,0,1,0,,,VFM,image.queue_use,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:QueueUseHIGH,prosilica,profile_only,0,1,0,,,VFM,image.queue_use_high,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:QueueUseHIHI,prosilica,profile_only,0,1,0,,,VFM,image.queue_use_hihi,EpicsSignal,RW
XF:12IDA-BI{Cam:VFM}image1:TimeStamp_RBV,prosilica,profile_only,0,1,0,,,VFM,image.time_stamp,EpicsSignalRO,RO
XF:12IDA-BI{Cam:VFM}image1:UniqueId_RBV,prosilica,profile_only,0,1,0,,,VFM,image.unique_id,EpicsSignalRO,RO
XF:12IDA-BI{Cam:WBStop}:ACCESS,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:APP_DIR1,ct,css_only,1,0,0,,common/ct/ioc_single_line.bob common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:CA_CLNT_CNT,ct,css_only,1,0,0,HIGH HIHI,common/ct/ioc_stats_limits.opi common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:CA_CONN_CNT,ct,css_only,1,0,0,HIGH HIHI,common/ct/ioc_stats_limits.opi common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:CPU_CNT,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:ENGINEER,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:EPICS_VERS,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:FD_FREE,ct,css_only,1,0,0,LOLO LOW,common/ct/ioc_stats_limits.opi common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:FD_MAX,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:HEARTBEAT,ct,css_only,1,0,0,,common/ct/ioc_single_line.bob common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:HOSTNAME,ct,css_only,1,0,0,,common/ct/ioc_single_line.bob common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:IOC_CPU_LOAD,ct,css_only,1,0,0,HIGH HIHI,common/ct/ioc_stats_limits.opi common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:KERNEL_VERS,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:LOCATION,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:MEM_FREE,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:MEM_MAX,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:MEM_USED,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:READACF,ct,css_only,1,0,0,,common/ct/ioc_single_line.bob common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:RECORD_CNT,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:STARTTOD,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:ST_SCRIPT1,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:SUSP_TASK_CNT,ct,css_only,1,0,0,HIHI,common/ct/ioc_stats_limits.opi common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:SYS_CPU_LOAD,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:SysReset,ct,css_only,1,0,0,,common/ct/ioc_single_line.bob common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:TOD,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}:UPTIME,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDA-BI{Cam:WBStop}CC1:ArrayCounter,prosilica,profile_only,0,1,0,,,WBS,cc1.array_counter,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:WBStop}CC1:ArrayRate_RBV,prosilica,profile_only,0,1,0,,,WBS,cc1.array_rate,EpicsSignalRO,RO
XF:12IDA-BI{Cam:WBStop}CC1:ArraySize0_RBV,prosilica,profile_only,0,1,0,,,WBS,cc1.width,EpicsSignalRO,RO
XF:12IDA-BI{Cam:WBStop}CC1:ArraySize1_RBV,prosilica,profile_only,0,1,0,,,WBS,cc1.height,EpicsSignalRO,RO
XF:12IDA-BI{Cam:WBStop}CC1:ArraySize2_RBV,prosilica,profile_only,0,1,0,,,WBS,cc1.depth,EpicsSignalRO,RO
XF:12IDA-BI{Cam:WBStop}CC1:AsynIO,prosilica,profile_only,0,1,0,,,WBS,cc1.asyn_io,EpicsSignal,RW
XF:12IDA-BI{Cam:WBStop}CC1:BayerPattern_RBV,prosilica,profile_only,0,1,0,,,WBS,cc1.bayer_pattern,EpicsSignalRO,RO
XF:12IDA-BI{Cam:WBStop}CC1:BlockingCallbacks,prosilica,profile_only,0,1,0,,,WBS,cc1.blocking_callbacks,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:WBStop}CC1:ColorModeOut,prosilica,profile_only,0,1,0,,,WBS,cc1.color_mode_out,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:WBStop}CC1:ColorMode_RBV,prosilica,profile_only,0,1,0,,,WBS,cc1.color_mode,EpicsSignalRO,RO
XF:12IDA-BI{Cam:WBStop}CC1:DataType_RBV,prosilica,profile_only,0,1,0,,,WBS,cc1.data_type,EpicsSignalRO,RO
XF:12IDA-BI{Cam:WBStop}CC1:Dim0SA,prosilica,profile_only,0,1,0,,,WBS,cc1.dim0_sa,EpicsSignal,RW
XF:12IDA-BI{Cam:WBStop}CC1:Dim1SA,prosilica,profile_only,0,1,0,,,WBS,cc1.dim1_sa,EpicsSignal,RW
XF:12IDA-BI{Cam:WBStop}CC1:Dim2SA,prosilica,profile_only,0,1,0,,,WBS,cc1.dim2_sa,EpicsSignal,RW
