record,subsystem,category,on_css,in_profile,in_baseline,css_fields,css_screens,profile_device,profile_dotted,classname,read_only
XF:12IDA-BI{Cam:FS}ROI1:EnableCallbacks,prosilica,profile_only,0,1,0,,,FS,roi1.enable,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:EnableScale,prosilica,profile_only,0,1,0,,,FS,roi1.enable_scale,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:EnableX,prosilica,profile_only,0,1,0,,,FS,roi1.roi_enable.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:EnableY,prosilica,profile_only,0,1,0,,,FS,roi1.roi_enable.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:EnableZ,prosilica,profile_only,0,1,0,,,FS,roi1.roi_enable.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:MaxSizeX_RBV,prosilica,profile_only,0,1,0,,,FS,roi1.max_size.x,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:MaxSizeY_RBV,prosilica,profile_only,0,1,0,,,FS,roi1.max_size.y,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:MaxSizeZ_RBV,prosilica,profile_only,0,1,0,,,FS,roi1.max_size.z,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:MaxX,prosilica,profile_only,0,1,0,,,FS,roi1.max_xy.x,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI1:MaxY,prosilica,profile_only,0,1,0,,,FS,roi1.max_xy.y,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI1:MinCallbackTime,prosilica,profile_only,0,1,0,,,FS,roi1.min_callback_time,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:MinX,prosilica,profile_only,0,1,0,,,FS,roi1.min_xyz.min_x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:MinY,prosilica,profile_only,0,1,0,,,FS,roi1.min_xyz.min_y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:MinZ,prosilica,profile_only,0,1,0,,,FS,roi1.min_xyz.min_z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:NDArrayAddress,prosilica,profile_only,0,1,0,,,FS,roi1.nd_array_address,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:NDArrayPort,prosilica,profile_only,0,1,0,,,FS,roi1.nd_array_port,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:NDAttributesFile,prosilica,profile_only,0,1,0,,,FS,roi1.nd_attributes_file,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI1:NDimensions_RBV,prosilica,profile_only,0,1,0,,,FS,roi1.ndimensions,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:Name,prosilica,profile_only,0,1,0,,,FS,roi1.name_,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:PluginType_RBV,prosilica,profile_only,0,1,0,,,FS,roi1.plugin_type,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:PoolAllocBuffers,prosilica,profile_only,0,1,0,,,FS,roi1.pool_alloc_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:PoolFreeBuffers,prosilica,profile_only,0,1,0,,,FS,roi1.pool_free_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:PoolMaxBuffers,prosilica,profile_only,0,1,0,,,FS,roi1.pool_max_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:PoolMaxMem,prosilica,profile_only,0,1,0,,,FS,roi1.pool_max_mem,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:PoolUsedBuffers,prosilica,profile_only,0,1,0,,,FS,roi1.pool_used_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:PoolUsedMem,prosilica,profile_only,0,1,0,,,FS,roi1.pool_used_mem,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:PortName_RBV,prosilica,profile_only,0,1,0,,,FS,roi1.port_name,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:QueueFree,prosilica,profile_only,0,1,0,,,FS,roi1.queue_free,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI1:QueueFreeLow,prosilica,profile_only,0,1,0,,,FS,roi1.queue_free_low,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI1:QueueSize,prosilica,profile_only,0,1,0,,,FS,roi1.queue_size,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI1:QueueUse,prosilica,profile_only,0,1,0,,,FS,roi1.queue_use,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI1:QueueUseHIGH,prosilica,profile_only,0,1,0,,,FS,roi1.queue_use_high,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI1:QueueUseHIHI,prosilica,profile_only,0,1,0,,,FS,roi1.queue_use_hihi,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI1:ReverseX,prosilica,profile_only,0,1,0,,,FS,roi1.reverse.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:ReverseY,prosilica,profile_only,0,1,0,,,FS,roi1.reverse.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:ReverseZ,prosilica,profile_only,0,1,0,,,FS,roi1.reverse.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:Scale,prosilica,profile_only,0,1,0,,,FS,roi1.scale,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:SetXHOPR,prosilica,profile_only,0,1,0,,,FS,roi1.set_xhopr,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI1:SetYHOPR,prosilica,profile_only,0,1,0,,,FS,roi1.set_yhopr,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI1:SizeX,prosilica,profile_only,0,1,0,,,FS,roi1.size.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:SizeY,prosilica,profile_only,0,1,0,,,FS,roi1.size.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:SizeZ,prosilica,profile_only,0,1,0,,,FS,roi1.size.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI1:TimeStamp_RBV,prosilica,profile_only,0,1,0,,,FS,roi1.time_stamp,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI1:UniqueId_RBV,prosilica,profile_only,0,1,0,,,FS,roi1.unique_id,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:ArrayCounter,prosilica,profile_only,0,1,0,,,FS,roi2.array_counter,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:ArrayRate_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.array_rate,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:ArraySize0_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.width,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:ArraySize1_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.height,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:ArraySize2_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.depth,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:ArraySizeX_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.array_size.x,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:ArraySizeY_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.array_size.y,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:ArraySizeZ_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.array_size.z,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:AsynIO,prosilica,profile_only,0,1,0,,,FS,roi2.asyn_io,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:AutoSizeX,prosilica,profile_only,0,1,0,,,FS,roi2.auto_size.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:AutoSizeY,prosilica,profile_only,0,1,0,,,FS,roi2.auto_size.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:AutoSizeZ,prosilica,profile_only,0,1,0,,,FS,roi2.auto_size.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:BayerPattern_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.bayer_pattern,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:BinX,prosilica,profile_only,0,1,0,,,FS,roi2.bin_.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:BinY,prosilica,profile_only,0,1,0,,,FS,roi2.bin_.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:BinZ,prosilica,profile_only,0,1,0,,,FS,roi2.bin_.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:BlockingCallbacks,prosilica,profile_only,0,1,0,,,FS,roi2.blocking_callbacks,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:ColorMode_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.color_mode,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:DataTypeOut,prosilica,profile_only,0,1,0,,,FS,roi2.data_type_out,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:DataType_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.data_type,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:Dim0SA,prosilica,profile_only,0,1,0,,,FS,roi2.dim0_sa,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:Dim1SA,prosilica,profile_only,0,1,0,,,FS,roi2.dim1_sa,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:Dim2SA,prosilica,profile_only,0,1,0,,,FS,roi2.dim2_sa,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:Dimensions_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.dimensions,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:DroppedArrays,prosilica,profile_only,0,1,0,,,FS,roi2.dropped_arrays,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:EnableCallbacks,prosilica,profile_only,0,1,0,,,FS,roi2.enable,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:EnableScale,prosilica,profile_only,0,1,0,,,FS,roi2.enable_scale,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:EnableX,prosilica,profile_only,0,1,0,,,FS,roi2.roi_enable.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:EnableY,prosilica,profile_only,0,1,0,,,FS,roi2.roi_enable.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:EnableZ,prosilica,profile_only,0,1,0,,,FS,roi2.roi_enable.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:MaxSizeX_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.max_size.x,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:MaxSizeY_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.max_size.y,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:MaxSizeZ_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.max_size.z,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:MaxX,prosilica,profile_only,0,1,0,,,FS,roi2.max_xy.x,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:MaxY,prosilica,profile_only,0,1,0,,,FS,roi2.max_xy.y,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:MinCallbackTime,prosilica,profile_only,0,1,0,,,FS,roi2.min_callback_time,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:MinX,prosilica,profile_only,0,1,0,,,FS,roi2.min_xyz.min_x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:MinY,prosilica,profile_only,0,1,0,,,FS,roi2.min_xyz.min_y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:MinZ,prosilica,profile_only,0,1,0,,,FS,roi2.min_xyz.min_z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:NDArrayAddress,prosilica,profile_only,0,1,0,,,FS,roi2.nd_array_address,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:NDArrayPort,prosilica,profile_only,0,1,0,,,FS,roi2.nd_array_port,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:NDAttributesFile,prosilica,profile_only,0,1,0,,,FS,roi2.nd_attributes_file,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:NDimensions_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.ndimensions,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:Name,prosilica,profile_only,0,1,0,,,FS,roi2.name_,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:PluginType_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.plugin_type,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:PoolAllocBuffers,prosilica,profile_only,0,1,0,,,FS,roi2.pool_alloc_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:PoolFreeBuffers,prosilica,profile_only,0,1,0,,,FS,roi2.pool_free_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:PoolMaxBuffers,prosilica,profile_only,0,1,0,,,FS,roi2.pool_max_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:PoolMaxMem,prosilica,profile_only,0,1,0,,,FS,roi2.pool_max_mem,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:PoolUsedBuffers,prosilica,profile_only,0,1,0,,,FS,roi2.pool_used_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:PoolUsedMem,prosilica,profile_only,0,1,0,,,FS,roi2.pool_used_mem,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:PortName_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.port_name,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:QueueFree,prosilica,profile_only,0,1,0,,,FS,roi2.queue_free,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:QueueFreeLow,prosilica,profile_only,0,1,0,,,FS,roi2.queue_free_low,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:QueueSize,prosilica,profile_only,0,1,0,,,FS,roi2.queue_size,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:QueueUse,prosilica,profile_only,0,1,0,,,FS,roi2.queue_use,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:QueueUseHIGH,prosilica,profile_only,0,1,0,,,FS,roi2.queue_use_high,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:QueueUseHIHI,prosilica,profile_only,0,1,0,,,FS,roi2.queue_use_hihi,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:ReverseX,prosilica,profile_only,0,1,0,,,FS,roi2.reverse.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:ReverseY,prosilica,profile_only,0,1,0,,,FS,roi2.reverse.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:ReverseZ,prosilica,profile_only,0,1,0,,,FS,roi2.reverse.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:Scale,prosilica,profile_only,0,1,0,,,FS,roi2.scale,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:SetXHOPR,prosilica,profile_only,0,1,0,,,FS,roi2.set_xhopr,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:SetYHOPR,prosilica,profile_only,0,1,0,,,FS,roi2.set_yhopr,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI2:SizeX,prosilica,profile_only,0,1,0,,,FS,roi2.size.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:SizeY,prosilica,profile_only,0,1,0,,,FS,roi2.size.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:SizeZ,prosilica,profile_only,0,1,0,,,FS,roi2.size.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI2:TimeStamp_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.time_stamp,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI2:UniqueId_RBV,prosilica,profile_only,0,1,0,,,FS,roi2.unique_id,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:ArrayCounter,prosilica,profile_only,0,1,0,,,FS,roi3.array_counter,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:ArrayRate_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.array_rate,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:ArraySize0_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.width,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:ArraySize1_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.height,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:ArraySize2_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.depth,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:ArraySizeX_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.array_size.x,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:ArraySizeY_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.array_size.y,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:ArraySizeZ_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.array_size.z,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:AsynIO,prosilica,profile_only,0,1,0,,,FS,roi3.asyn_io,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:AutoSizeX,prosilica,profile_only,0,1,0,,,FS,roi3.auto_size.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:AutoSizeY,prosilica,profile_only,0,1,0,,,FS,roi3.auto_size.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:AutoSizeZ,prosilica,profile_only,0,1,0,,,FS,roi3.auto_size.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:BayerPattern_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.bayer_pattern,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:BinX,prosilica,profile_only,0,1,0,,,FS,roi3.bin_.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:BinY,prosilica,profile_only,0,1,0,,,FS,roi3.bin_.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:BinZ,prosilica,profile_only,0,1,0,,,FS,roi3.bin_.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:BlockingCallbacks,prosilica,profile_only,0,1,0,,,FS,roi3.blocking_callbacks,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:ColorMode_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.color_mode,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:DataTypeOut,prosilica,profile_only,0,1,0,,,FS,roi3.data_type_out,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:DataType_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.data_type,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:Dim0SA,prosilica,profile_only,0,1,0,,,FS,roi3.dim0_sa,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:Dim1SA,prosilica,profile_only,0,1,0,,,FS,roi3.dim1_sa,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:Dim2SA,prosilica,profile_only,0,1,0,,,FS,roi3.dim2_sa,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:Dimensions_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.dimensions,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:DroppedArrays,prosilica,profile_only,0,1,0,,,FS,roi3.dropped_arrays,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:EnableCallbacks,prosilica,profile_only,0,1,0,,,FS,roi3.enable,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:EnableScale,prosilica,profile_only,0,1,0,,,FS,roi3.enable_scale,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:EnableX,prosilica,profile_only,0,1,0,,,FS,roi3.roi_enable.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:EnableY,prosilica,profile_only,0,1,0,,,FS,roi3.roi_enable.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:EnableZ,prosilica,profile_only,0,1,0,,,FS,roi3.roi_enable.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:MaxSizeX_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.max_size.x,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:MaxSizeY_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.max_size.y,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:MaxSizeZ_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.max_size.z,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:MaxX,prosilica,profile_only,0,1,0,,,FS,roi3.max_xy.x,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:MaxY,prosilica,profile_only,0,1,0,,,FS,roi3.max_xy.y,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:MinCallbackTime,prosilica,profile_only,0,1,0,,,FS,roi3.min_callback_time,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:MinX,prosilica,profile_only,0,1,0,,,FS,roi3.min_xyz.min_x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:MinY,prosilica,profile_only,0,1,0,,,FS,roi3.min_xyz.min_y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:MinZ,prosilica,profile_only,0,1,0,,,FS,roi3.min_xyz.min_z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:NDArrayAddress,prosilica,profile_only,0,1,0,,,FS,roi3.nd_array_address,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:NDArrayPort,prosilica,profile_only,0,1,0,,,FS,roi3.nd_array_port,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:NDAttributesFile,prosilica,profile_only,0,1,0,,,FS,roi3.nd_attributes_file,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:NDimensions_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.ndimensions,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:Name,prosilica,profile_only,0,1,0,,,FS,roi3.name_,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:PluginType_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.plugin_type,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:PoolAllocBuffers,prosilica,profile_only,0,1,0,,,FS,roi3.pool_alloc_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:PoolFreeBuffers,prosilica,profile_only,0,1,0,,,FS,roi3.pool_free_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:PoolMaxBuffers,prosilica,profile_only,0,1,0,,,FS,roi3.pool_max_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:PoolMaxMem,prosilica,profile_only,0,1,0,,,FS,roi3.pool_max_mem,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:PoolUsedBuffers,prosilica,profile_only,0,1,0,,,FS,roi3.pool_used_buffers,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:PoolUsedMem,prosilica,profile_only,0,1,0,,,FS,roi3.pool_used_mem,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:PortName_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.port_name,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:QueueFree,prosilica,profile_only,0,1,0,,,FS,roi3.queue_free,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:QueueFreeLow,prosilica,profile_only,0,1,0,,,FS,roi3.queue_free_low,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:QueueSize,prosilica,profile_only,0,1,0,,,FS,roi3.queue_size,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:QueueUse,prosilica,profile_only,0,1,0,,,FS,roi3.queue_use,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:QueueUseHIGH,prosilica,profile_only,0,1,0,,,FS,roi3.queue_use_high,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:QueueUseHIHI,prosilica,profile_only,0,1,0,,,FS,roi3.queue_use_hihi,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:ReverseX,prosilica,profile_only,0,1,0,,,FS,roi3.reverse.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:ReverseY,prosilica,profile_only,0,1,0,,,FS,roi3.reverse.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:ReverseZ,prosilica,profile_only,0,1,0,,,FS,roi3.reverse.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:Scale,prosilica,profile_only,0,1,0,,,FS,roi3.scale,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:SetXHOPR,prosilica,profile_only,0,1,0,,,FS,roi3.set_xhopr,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:SetYHOPR,prosilica,profile_only,0,1,0,,,FS,roi3.set_yhopr,EpicsSignal,RW
XF:12IDA-BI{Cam:FS}ROI3:SizeX,prosilica,profile_only,0,1,0,,,FS,roi3.size.x,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:SizeY,prosilica,profile_only,0,1,0,,,FS,roi3.size.y,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:SizeZ,prosilica,profile_only,0,1,0,,,FS,roi3.size.z,EpicsSignalWithRBV,RW
XF:12IDA-BI{Cam:FS}ROI3:TimeStamp_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.time_stamp,EpicsSignalRO,RO
XF:12IDA-BI{Cam:FS}ROI3:UniqueId_RBV,prosilica,profile_only,0,1,0,,,FS,roi3.unique_id,EpicsSignalRO,RO
